error,mae,rmse,nrmse,rse,corr,data_corr,eb,eblc,data
0.025013713166117668,0.0794749239940915,0.12074314508955383,0.059866009762774855,0.3488377888715331,0.9400087874462972,0.989332377910614,20.0,pmc,ettm1
0.0312570184469223,0.08295586690765114,0.12538083687251286,0.0621654372072848,0.36223649689620147,0.9352219611212735,0.9832921624183655,25.0,pmc,ettm1
0.035938065499067307,0.08610572596135892,0.12763629409417915,0.06328372200889112,0.3687527153491567,0.9324877642830135,0.9778543710708618,30.0,pmc,ettm1
0.04455617070198059,0.09116507263336258,0.13072487096656693,0.06481507828637013,0.37767589128700735,0.928565321682421,0.9657555818557739,40.0,pmc,ettm1
0.050796423107385635,0.09605288789322254,0.13632753133564127,0.06759294961069043,0.3938624802109291,0.9212833494260079,0.9552452564239502,50.0,pmc,ettm1
0.055648524314165115,0.10008477667196033,0.13807750987366457,0.06846061155675161,0.3989183253549654,0.9180891373037684,0.9461191892623901,65.0,pmc,ettm1
0.059752948582172394,0.10664349703448633,0.1469067633258363,0.07283826937719094,0.4244268314433031,0.9070199617572245,0.9375617504119873,80.0,pmc,ettm1
0.0012347864685580134,0.07842149931688364,0.1169825220580372,0.058001444325524475,0.33797301123036233,0.9435776839317963,0.9999740719795227,1.0,swing,ettm1
0.00483135087415576,0.07881943365433881,0.11751932065047084,0.05826759599609294,0.3395238705682984,0.9431096108353879,0.9996045827865601,3.0,swing,ettm1
0.008283308707177639,0.07922072252619644,0.11824209174695512,0.05862595523451005,0.3416120211707266,0.9424238440421755,0.9988417625427246,5.0,swing,ettm1
0.011309432797133923,0.07913757940597893,0.11718455472557557,0.058101614729718275,0.33855670174936975,0.943606542065666,0.9978349208831787,7.0,swing,ettm1
0.01589389331638813,0.08016735576796769,0.11776870721345414,0.058391245072843344,0.3402443707436155,0.9435097493214694,0.995720624923706,10.0,swing,ettm1
0.0238809697329998,0.0848834096915941,0.12183547182607982,0.060407599457365825,0.35199361890405684,0.9395041486908905,0.9903948307037354,15.0,swing,ettm1
0.03133358806371689,0.0890702632998755,0.1275995337790519,0.06326549577018697,0.3686465114976859,0.9328012634106372,0.983436644077301,20.0,swing,ettm1
0.04085993021726608,0.09572453745121388,0.13263792647490869,0.06576359589914371,0.3832028804425696,0.9262240174286928,0.9729681611061096,25.0,swing,ettm1
0.04630270227789879,0.09934665857828967,0.13635427257512944,0.06760620826237687,0.39393973805316784,0.9229427050181345,0.9645240902900696,30.0,swing,ettm1
0.06610345840454102,0.11909431847918814,0.16091936434475015,0.07978589782249919,0.4649104941154278,0.9020043774093968,0.9432805180549622,40.0,swing,ettm1
0.08792676776647568,0.14802963969083913,0.19641763885104124,0.09738640049765389,0.5674681969013282,0.8623054488269087,0.9025612473487854,50.0,swing,ettm1
0.1235298365354538,0.19765841461511272,0.2584241669247574,0.12813003743260082,0.7466106246788463,0.8189989193453341,0.8644999265670776,65.0,swing,ettm1
0.20497792959213257,0.3367441186988587,0.4162764561197017,0.20639523980919908,1.2026600632638127,0.6729987328242352,0.8105186223983765,80.0,swing,ettm1
0.0,0.10465446301498432,0.15948724042899215,0.04749061391110491,0.2578107730814803,0.9682293226743509,1.0,0.0,baseline,ettm2
0.0023041877429932356,0.10538068534994957,0.15970045702403327,0.04755410354806459,0.25815543723802037,0.9681429947433906,0.999922513961792,0.01,sz,ettm2
0.006607501767575741,0.11099291868960309,0.16475051621193304,0.04905786278595519,0.26631884679879547,0.9661462526742355,0.999359130859375,0.03,sz,ettm2
0.011047168634831905,0.124898764780133,0.17915001080298407,0.05334560916804343,0.289595598108279,0.9603196918918778,0.99823397397995,0.05,sz,ettm2
0.015360314399003983,0.1361480082647746,0.18955415251726265,0.05644365686076284,0.3064138702872479,0.956563857810397,0.9965535402297974,0.07,sz,ettm2
0.0214352086186409,0.15479575545911686,0.21143560244268356,0.06295930969561142,0.34178518592505347,0.9460470698305748,0.9935044050216675,0.1,sz,ettm2
0.032489925622940063,0.17551794934334555,0.23450004357508414,0.06982722255151112,0.37906880424487704,0.9304802254697683,0.985726535320282,0.15,sz,ettm2
0.04367128759622574,0.20779110765107617,0.28246939145980204,0.08411108484565423,0.4566111495077867,0.901527004545243,0.973996102809906,0.2,sz,ettm2
0.055874571204185486,0.22902038752652337,0.3119197139939143,0.09288052554362491,0.504217531056528,0.887207655798783,0.9618213176727295,0.25,sz,ettm2
0.06350550055503845,0.26974541757608667,0.36628073450895154,0.10906764013755192,0.5920920010566515,0.8633767253806323,0.9541203379631042,0.3,sz,ettm2
0.09034591913223267,0.3072162763030114,0.42120923651080266,0.12542373404367652,0.6808838036310385,0.8212732486914917,0.9243223071098328,0.4,sz,ettm2
0.11895029991865158,0.3893793353324406,0.5274613636564149,0.15706249545137985,0.8526401332739614,0.7639737744135565,0.8918285369873047,0.5,sz,ettm2
0.1803847849369049,0.5228143609320559,0.6559227386029889,0.19531451826942856,1.0602976630989347,0.7137926856338153,0.84490966796875,0.65,sz,ettm2
0.2569851279258728,0.7778988490401019,0.8827429866492507,0.26285492337150296,1.4269520947766539,0.7198860645846432,0.8614673018455505,0.8,sz,ettm2
0.0019437313312664628,0.14340009501803663,0.25024951002544016,0.07451695088644188,0.40452778209329565,0.9309607582857513,0.999944269657135,1.0,pmc,ettm2
0.006423409562557936,0.15114354934280816,0.2559649684323418,0.07621884646001281,0.4137668080268744,0.9291509833642438,0.9993914365768433,3.0,pmc,ettm2
0.010460604913532734,0.16608337592709166,0.2657330340625836,0.07912748938502902,0.429556864616163,0.9233773029964705,0.9983853101730347,5.0,pmc,ettm2
0.014394955709576607,0.17887883725484632,0.27860249883790844,0.08295963784558019,0.4503603260965101,0.9148257513560489,0.996940016746521,7.0,pmc,ettm2
0.01973780244588852,0.21232877561273156,0.3222358836273226,0.0959523777355862,0.5208935965604189,0.8900219292296233,0.9942392110824585,10.0,pmc,ettm2
0.02823316864669323,0.2341730382583256,0.3467933373519182,0.1032648658715499,0.5605906664490253,0.8850620961141334,0.9881771802902222,15.0,pmc,ettm2
0.037129029631614685,0.24721937236807207,0.36214514963801364,0.10783618448082331,0.5854068372162546,0.8816338987715003,0.9794629216194153,20.0,pmc,ettm2
0.045877061784267426,0.24667360243146425,0.35645088515180207,0.10614059983408293,0.5762020712088183,0.8675794216793801,0.9684699773788452,25.0,pmc,ettm2
0.05618339031934738,0.2525695989982685,0.35814686157931036,0.10664561178052132,0.57894361337061,0.8530085697666211,0.9523282051086426,30.0,pmc,ettm2
0.07202828675508499,0.25965152691222504,0.3605098127556359,0.10734922920912451,0.5827633187456834,0.8342251061466964,0.9203317165374756,40.0,pmc,ettm2
0.08264537155628204,0.26993607927756097,0.36687121153496727,0.10924346684563505,0.5930465058694158,0.819652986945206,0.8936834335327148,50.0,pmc,ettm2
0.09046179801225662,0.2846298570498501,0.38432694687801194,0.11444127192070654,0.6212636636269337,0.8037108986897333,0.8710453510284424,65.0,pmc,ettm2
0.09679283946752548,0.2974380367069333,0.3887674277474587,0.11576351664688846,0.6284416911777665,0.7954861299186118,0.853348433971405,80.0,pmc,ettm2
0.002132012974470854,0.1424906722978111,0.2503164468724553,0.07453688271264611,0.40463598535915063,0.9316064267789538,0.9999329447746277,1.0,swing,ettm2
0.006635522004216909,0.14100771825430533,0.2458251444677088,0.07319950482656502,0.39737580490837693,0.9324894547626587,0.9993507266044617,3.0,swing,ettm2
0.011648612096905708,0.1487876765785383,0.24732686241172794,0.07364667230460878,0.3998033286592207,0.9306516826803852,0.9979981184005737,5.0,swing,ettm2
0.016406001523137093,0.1526247296948186,0.2416934153694629,0.0719691973056481,0.3906968739160492,0.9311558585874371,0.9960508942604065,7.0,swing,ettm2
0.02435818500816822,0.16377998342393119,0.24330331798178295,0.07244857899907084,0.39329927794505937,0.9272915543884235,0.9912720918655396,10.0,swing,ettm2
0.037264566868543625,0.19239846776317662,0.2714802616757889,0.08083884489474764,0.43884724540179954,0.9093513428536767,0.9793646335601807,15.0,swing,ettm2
0.05007074028253555,0.2176721505195571,0.2987043390670784,0.08894537520399452,0.4828549065776996,0.8867300717536057,0.9624103903770447,20.0,swing,ettm2
0.06197383627295494,0.23146460744050665,0.31191209357120636,0.09287825640565694,0.504205212659995,0.8763143397281622,0.9421210885047913,25.0,swing,ettm2
0.07041679322719574,0.2662620802101669,0.3552936347514677,0.10579600466889653,0.5743313784840802,0.8366088376675398,0.9247987866401672,30.0,swing,ettm2
0.09576386213302612,0.30963890395761207,0.4170978085010104,0.12419947159038465,0.6742376893035082,0.768049477075398,0.8699657320976257,40.0,swing,ettm2
0.12165752053260803,0.34114825027757845,0.4496755642386326,0.13390017000151883,0.7268995597414472,0.7477468275287128,0.8114516735076904,50.0,swing,ettm2
0.17449837923049927,0.47381100479798244,0.6115162930868951,0.18209158361022454,0.9885147416720516,0.612767884329677,0.6777495741844177,65.0,swing,ettm2
0.2366536557674408,0.6583412745769798,0.8208997272276931,0.2444398178853615,1.3269826020544515,0.3828787549159662,0.48182809352874756,80.0,swing,ettm2
0.0,0.328507006656218,0.47274281496148796,0.07257416019521365,0.5294449715326351,0.8684250369771216,1.0,0.0,baseline,weather
0.02010735124349594,0.35359939048304584,0.4964200739512424,0.07620902704569342,0.5559621502502484,0.8544958505990218,0.9893617630004883,0.01,sz,weather
0.05991490185260773,0.49227918855598307,0.6268179388477942,0.09622734405996074,0.7020003166340052,0.7699456208404524,0.9065212607383728,0.03,sz,weather
0.08805578947067261,0.593207865266617,0.7689634244134785,0.1180491230780317,0.861195147685953,0.7083572922379354,0.8332617878913879,0.05,sz,weather
0.13458897173404694,0.8367589696695434,1.03620562026983,0.15907540062088452,1.1604911545200522,0.7198975829887161,0.8228375315666199,0.07,sz,weather
0.18280655145645142,1.0566459303415074,1.315883917210107,0.202010833763156,1.4737148847927242,0.5984450656756946,0.6980392932891846,0.1,sz,weather
0.22151309251785278,1.1814145688021087,1.5184071719367427,0.23310163972915318,1.700529371316809,0.08098413415862049,0.2503860592842102,0.15,sz,weather
0.224343940615654,1.1774709732704092,1.5092945137325782,0.23170268982365932,1.6903237142220873,0.008923531896035427,,0.2,sz,weather
0.46729525923728943,2.905988357648041,3.0655948621810434,0.47062158446485447,3.43329128052482,0.017219279610960994,0.04138071835041046,0.25,sz,weather
0.46736013889312744,2.9059782775130434,3.065579631555651,0.47061924630166696,3.4332742230936493,0.01728301872913395,,0.3,sz,weather
0.46736013889312744,2.9059782775130434,3.065579631555651,0.47061924630166696,3.4332742230936493,0.01728301872913395,,0.4,sz,weather
0.46736013889312744,2.9059782775130434,3.065579631555651,0.47061924630166696,3.4332742230936493,0.01728301872913395,,0.5,sz,weather
0.4682040512561798,2.9059645075023477,3.0655579041850647,0.47061591077625303,3.433249889678657,0.01736536172496395,0.03633587062358856,0.65,sz,weather
2.607271671295166,16.9235573171026,16.969619015695525,2.605128644836537,19.00500477710381,0.032878960192515815,-1.9552883259166265e-06,0.8,sz,weather
0.015981707721948624,0.25625093505220775,0.4078022274690817,0.06260466208612209,0.45671521994660497,0.8972955068108212,0.9931636452674866,1.0,pmc,weather
0.04256360977888107,0.3264294870499967,0.47230877317295294,0.07250752730879924,0.528958869501886,0.856579509724228,0.9504481554031372,3.0,pmc,weather
0.06497988849878311,0.3849516618190822,0.527364505836913,0.0809595300374808,0.5906181478461867,0.8111237432889838,0.880196213722229,5.0,pmc,weather
0.0865374207496643,0.45556381092556086,0.6016296939353061,0.09236051485925864,0.6737909199206237,0.7412431438082616,0.7749279141426086,7.0,pmc,weather
0.11752557754516602,0.6014720695076803,0.7793423569817537,0.1196424678968772,0.8728189597974014,0.4919158955504494,0.5145546197891235,10.0,pmc,weather
0.13053888082504272,0.6477898137588018,0.8618213948623943,0.1323044200587188,0.9651907748324164,0.30030713367507444,0.32488465309143066,15.0,pmc,weather
0.14453883469104767,0.7037634122516626,0.942014408432696,0.14461542813583184,1.0550023731119238,0.03030895068351089,,20.0,pmc,weather
0.14451713860034943,0.7037106521685673,0.9418736975640507,0.14459382659520745,1.0548447849699436,0.030308943114048952,-1.9571684788388666e-06,25.0,pmc,weather
0.14450004696846008,0.7036690817830413,0.9417629601311917,0.14457682649295825,1.0547207653653463,0.03030893714702812,-1.9571684788388666e-06,30.0,pmc,weather
0.15837830305099487,0.7496995421388143,1.0317996614972358,0.1583990101022855,1.1555567321595135,0.03031222230326214,1.9571684788388666e-06,40.0,pmc,weather
0.15837830305099487,0.7496995421388143,1.0317996614972358,0.1583990101022855,1.1555567321595135,0.03031222230326214,1.9571684788388666e-06,50.0,pmc,weather
0.15837830305099487,0.7496995421388143,1.0317996614972358,0.1583990101022855,1.1555567321595135,0.03031222230326214,1.9571684788388666e-06,65.0,pmc,weather
0.15837830305099487,0.7496995421388143,1.0317996614972358,0.1583990101022855,1.1555567321595135,0.03031222230326214,1.9571684788388666e-06,80.0,pmc,weather
0.019157469272613525,0.27026760212351236,0.41145596832828546,0.06316557420585309,0.460807201176074,0.8939012546183954,0.9904151558876038,1.0,swing,weather
0.05421658232808113,0.36957934083836114,0.48038223484651665,0.07374694265744894,0.5380006857932197,0.847489351741206,0.9224466681480408,3.0,swing,weather
0.08600091934204102,0.5062222598613384,0.6195579351299163,0.09511280851089683,0.6938695268259107,0.7443020252513345,0.7968844771385193,5.0,swing,weather
0.11113177239894867,0.6054308007906746,0.7424270187212377,0.11397532798953151,0.831475887843894,0.6600302942477821,0.6808176636695862,7.0,swing,weather
0.14485551416873932,0.771184895921645,0.9547249282148376,0.14656671172944652,1.0692374298303833,0.42291128722012533,0.43501541018486023,10.0,swing,weather
0.2415948212146759,1.2458278086405048,1.5686335139961851,0.24081224786380778,1.7567800078156763,0.06991515254896162,0.06979446858167648,15.0,swing,weather
0.16043637692928314,0.8028679300701816,1.0407126475456734,0.15976730689459043,1.1655387678358677,0.14096463582349408,0.13440898060798645,20.0,swing,weather
0.13872285187244415,0.6908454285255086,0.9027921151298579,0.13859413091608302,1.0110756431776835,0.142497883632734,0.13440898060798645,25.0,swing,weather
0.611397922039032,3.8593602391064805,3.977320545800847,0.6105871719323333,4.45437201053863,-0.07329004626332462,-0.13440898060798645,30.0,swing,weather
0.63322913646698,4.004441539795969,4.1193155118064135,0.6323858436067857,4.613398268273967,-0.07406656568116246,-0.13440898060798645,40.0,swing,weather
0.6397174596786499,4.0475123725809175,4.1615173219439745,0.6388645479519821,4.660661887010778,-0.07428597930283454,-0.13440899550914764,50.0,swing,weather
0.6493399143218994,4.111349965695764,4.224104381849683,0.6484727390613791,4.730755822024445,-0.07460295707039917,-0.13440899550914764,65.0,swing,weather
0.6161678433418274,3.8910815477375134,4.008345281917213,0.6153500030059411,4.4891179442896805,-0.07346491554680892,-0.13440904021263123,80.0,swing,weather
0.0,0.3719226901026086,0.4826804419247798,0.07833323473022456,0.5577246811231168,0.8014168196078372,1.0,0.0,baseline,aus
0.004057503771036863,0.3761880003674577,0.4847803250800348,0.07867402052931494,0.5601510414257844,0.8004242282137062,0.9995841383934021,0.01,sz,aus
0.01208622008562088,0.3895864480125617,0.4944368746928906,0.080241162476255,0.5713089330364391,0.7947084619722187,0.9963441491127014,0.03,sz,aus
0.019871201366186142,0.4124665946411733,0.5151978416157009,0.08361041789647848,0.5952976896777045,0.7823313156103623,0.9902282953262329,0.05,sz,aus
0.027572812512516975,0.43196964635278406,0.5401209524358671,0.08765513924938494,0.624095695205634,0.7705268901610811,0.981465756893158,0.07,sz,aus
0.04003940150141716,0.4613612575586911,0.5800797794812899,0.09413997664203266,0.6702670792855284,0.7467909449062669,0.9627144932746887,0.1,sz,aus
0.05779527127742767,0.5184847182616,0.6734825518230204,0.10929812405136712,0.7781915504171449,0.6956017108009606,0.9301509857177734,0.15,sz,aus
0.07415620237588882,0.5572594823639844,0.7442965318151669,0.12079038194105116,0.8600152602254105,0.6743735438215196,0.888625979423523,0.2,sz,aus
0.09785999357700348,0.7033504768530078,0.9814496398401766,0.15927748119836974,1.1340395008247774,0.623057035664189,0.8455175161361694,0.25,sz,aus
0.1264057755470276,0.7400724711910248,0.969913581262613,0.15740531753494386,1.12070988554985,0.6509036072649277,0.7910627126693726,0.3,sz,aus
0.18382665514945984,1.0355635438761492,1.3238873264680127,0.21485100222218947,1.5297173302753662,0.5636180289398902,0.6260331273078918,0.4,sz,aus
0.2536146640777588,1.2564674005140983,1.4449558541521759,0.23449896922849334,1.66960886125896,0.6151378153055164,0.5709723830223083,0.5,sz,aus
0.3042325973510742,1.6683998643046218,1.8677216079065382,0.30310877014083615,2.1581036804444667,0.5275467430743391,0.4175652265548706,0.65,sz,aus
0.4639388620853424,2.7229165736184555,2.7948222524110187,0.45356606257828147,3.2293443324654914,0.7235930904785036,0.7910094857215881,0.8,sz,aus
0.003482348285615444,0.5911175914141612,0.7695060002838363,0.12488157569878004,0.8891441445591227,0.4421846298159644,0.999692440032959,1.0,pmc,aus
0.012448654510080814,0.6064104029443796,0.7882670520946072,0.12792626893188197,0.91082205136838,0.4234167758726981,0.9960629343986511,3.0,pmc,aus
0.01941792294383049,0.6138238423134943,0.7808710857366552,0.12672599247886465,0.9022762048407327,0.43134985958151423,0.9903934001922607,5.0,pmc,aus
0.026015589013695717,0.6275510621482527,0.7909987597036919,0.12836959224637856,0.9139784683740554,0.4307243956088775,0.9826892018318176,7.0,pmc,aus
0.034696660935878754,0.6134427891370869,0.7696139996725687,0.12489910270160319,0.889268935040382,0.448803566810599,0.9689946174621582,10.0,pmc,aus
0.04794355109333992,0.6230628945654569,0.773939053263798,0.12560100691970566,0.8942664218359722,0.4457643921784335,0.9399126172065735,15.0,pmc,aus
0.06206590682268143,0.6049163637646353,0.7466671397195325,0.12117510311327329,0.8627544359257102,0.48309752796165695,0.8970233798027039,20.0,pmc,aus
0.08062482625246048,0.6129855014942087,0.7538978911685903,0.12234856717217797,0.8711093809285051,0.4990482283252051,0.8187538385391235,25.0,pmc,aus
0.09702510386705399,0.5938355060234582,0.7294547252765851,0.11838173511299407,0.8428659392667804,0.54842852005139,0.7229176163673401,30.0,pmc,aus
0.11487423628568649,0.6221721954239842,0.7683577145167092,0.12469522271920819,0.8878173302578112,0.5341188406113023,0.5751596689224243,40.0,pmc,aus
0.12647110223770142,0.653147960061038,0.7958763690871923,0.12916116962879012,0.9196144189984643,0.4605686709516421,0.43459782004356384,50.0,pmc,aus
0.13711710274219513,0.6914823623594192,0.8481770912966561,0.13764894827807017,0.980046541544104,0.24736402607616373,0.21677613258361816,65.0,pmc,aus
0.14141945540905,0.7086521757057752,0.8734045562784547,0.14174306265359257,1.0091962203800882,0.03826671210482691,0.04025375470519066,80.0,pmc,aus
0.003920435439795256,0.5944423285596249,0.7714031585993473,0.12518946169278614,0.8913362615886403,0.4401799291014797,0.9996106624603271,1.0,swing,aus
0.012427234090864658,0.5949738723862672,0.7655227521198464,0.12423514239360134,0.8845416050337244,0.4466942643806669,0.9961069822311401,3.0,swing,aus
0.020413117483258247,0.5980143588085218,0.7600444125477922,0.12334607372133788,0.8782115263201057,0.4576701820914238,0.9894900918006897,5.0,swing,aus
0.02887113392353058,0.5980901496018044,0.7521007121638831,0.12205690661873482,0.8690327873890518,0.47320702393760544,0.9788426756858826,7.0,swing,aus
0.043367911130189896,0.6081690765363837,0.7531867873350864,0.12223316356625331,0.8702877189668046,0.48168464232040775,0.9522278904914856,10.0,swing,aus
0.0663982406258583,0.6114076050783871,0.7465501002584995,0.12115610901536199,0.862619199876321,0.5229224229790721,0.8878125548362732,15.0,swing,aus
0.09123175591230392,0.6816801388443459,0.814895225470678,0.13224770144567322,0.9415902122779835,0.5017087458887678,0.799135148525238,20.0,swing,aus
0.10396283864974976,0.6895531954685488,0.8168501057231624,0.13256495501633106,0.9438490255025322,0.4914339636683233,0.7296761274337769,25.0,swing,aus
0.1284887045621872,0.7732090884268847,0.9180475331553186,0.14898808126840593,1.060780017609883,0.4167621906354661,0.5803085565567017,30.0,swing,aus
0.17197486758232117,0.9092721470257136,1.0890907663165241,0.17674634236306455,1.2584160193767961,0.3218954306150643,0.3409411907196045,40.0,swing,aus
0.19393649697303772,0.9865699204431843,1.2035061515852823,0.19531458431475193,1.3906200175544168,0.10578880220722965,0.10610966384410858,50.0,swing,aus
0.19600674510002136,0.9970703836849684,1.2086638372222123,0.19615161470705714,1.396579588996175,0.0754217895584134,0.0773305743932724,65.0,swing,aus
0.2564467489719391,1.3479564765986867,1.5806265172782914,0.2565166873243084,1.8263727794903235,0.09365973724172612,0.0773305743932724,80.0,swing,aus
0.0,0.3907001043623277,0.5086197891061724,0.16357887760231668,0.5971090585019141,0.8189078991801191,1.0,0.0,baseline,solar
0.0006763568962924182,14816544031.045921,19539747110.18782,6333598056.362123,22994783711.41279,0.4061283195068069,0.9999803900718689,0.01,sz,solar
0.001024097902700305,14816544031.04595,19539747110.18793,6333598056.36216,22994783711.412918,0.40606551459599793,0.9999679327011108,0.03,sz,solar
0.001915082219056785,14816544031.045948,19539747110.187927,6333598056.362161,22994783711.41291,0.4060573423590643,0.9999026656150818,0.05,sz,solar
0.0034381861332803965,14816544031.046207,19539747110.188267,6333598056.362277,22994783711.41332,0.405846277741571,0.9997526407241821,0.07,sz,solar
0.0038729829248040915,14816544031.04634,19539747110.188446,6333598056.3623295,22994783711.413525,0.4057287234260081,0.999622106552124,0.1,sz,solar
0.006979086901992559,14816544031.04716,19539747110.189495,6333598056.362679,22994783711.414764,0.40521785688184747,0.9989722967147827,0.15,sz,solar
0.007611015811562538,14816544031.04748,19539747110.19003,6333598056.362842,22994783711.415367,0.4048200351881129,0.9986396431922913,0.2,sz,solar
0.013025357387959957,14816544031.050356,19539747110.193768,6333598056.3640585,22994783711.419754,0.40283585476993927,0.9967262744903564,0.25,sz,solar
0.013661980628967285,14816544031.050531,19539747110.194035,6333598056.364146,22994783711.420048,0.4026728659084832,0.9962086081504822,0.3,sz,solar
0.015584688633680344,14816544031.052277,19539747110.196552,6333598056.364964,22994783711.42302,0.4010556833718055,0.9948007464408875,0.4,sz,solar
0.025352833792567253,14816544031.060238,19539747110.20799,6333598056.368651,22994783711.436493,0.3960573155610257,0.9882217645645142,0.5,sz,solar
0.02991321310400963,14816544031.06242,19539747110.21222,6333598056.370031,22994783711.441414,0.39527866087250796,0.9870558977127075,0.65,sz,solar
0.03767181932926178,14816544031.068308,19539747110.220776,6333598056.372841,22994783711.45154,0.39236365600451867,0.9836475849151611,0.8,sz,solar
0.0005135215469636023,0.3906758891243888,0.5085381986276675,0.16355289527587374,0.597012247083426,0.8189312203039538,0.9999886155128479,1.0,pmc,solar
0.0018785709980875254,0.3904983637380765,0.5083432453302146,0.1634909881218063,0.5967851243741951,0.8190569335266116,0.9998443126678467,3.0,pmc,solar
0.0031643330585211515,0.389879696365763,0.5077106980626991,0.1632904032243838,0.5960494570852005,0.8194932421242326,0.9995617270469666,5.0,pmc,solar
0.004327953793108463,0.3887404955952156,0.5066772363145522,0.16296613315797906,0.5948520955840628,0.8204485279991441,0.999182403087616,7.0,pmc,solar
0.005910289008170366,0.38901722081772294,0.5079764857487965,0.16339415024680137,0.5963882783654608,0.819187513277902,0.9984705448150635,10.0,pmc,solar
0.008182761259377003,0.38977348627406094,0.5098310927971785,0.16396544978875452,0.5986089976095544,0.8170250510478078,0.9970727562904358,15.0,pmc,solar
0.010109766386449337,0.38991872590337284,0.5097378568941459,0.16395525262059804,0.5985037331823685,0.8171325398238186,0.995486319065094,20.0,pmc,solar
0.011744974181056023,0.3901455862423354,0.5092848991329411,0.16383914955868753,0.598024366202659,0.8178804408694913,0.9938793182373047,25.0,pmc,solar
0.013161548413336277,0.38767688095276825,0.5061767112751078,0.1628400849057586,0.5944013174265971,0.8211969292788607,0.99235600233078,30.0,pmc,solar
0.01595385931432247,0.38600342595305426,0.5030708303155813,0.16187708167589832,0.5909793540020515,0.8245956061526752,0.9886202812194824,40.0,pmc,solar
0.018111109733581543,0.38812659439608005,0.5053499025436263,0.16265769274029884,0.5936187016989047,0.8221299209093029,0.9852842688560486,50.0,pmc,solar
0.020962588489055634,0.3979587567108026,0.517934589282687,0.16687346490984745,0.6087043449703073,0.8133531985475554,0.9801369309425354,65.0,pmc,solar
0.023443778976798058,0.4013792501840017,0.5225852851119469,0.16856375385778816,0.6144670674442898,0.8103660330684729,0.9750655889511108,80.0,pmc,solar
0.0005878283409401774,0.390760495010729,0.5086986064733088,0.16360523787361356,0.5972025441488243,0.8187600223585398,0.999984860420227,1.0,swing,solar
0.0019714634399861097,0.3909621137215683,0.5089719392008665,0.1636922078406706,0.5975123208617403,0.8182931601188485,0.9998379349708557,3.0,swing,solar
0.0034165927208960056,0.3918973345461618,0.5098566873711973,0.16397017481462844,0.5985321933768247,0.8173567401809066,0.9995337724685669,5.0,swing,solar
